Make,Model,GC Number,kW Gross,kW Net,Net kW (+5%/-10%),Max CO2%,Min CO2%,Max Ratio,Max Co (PPM),Max (Burner Pressure Mb),Min (Burner Pressure Mb),Strip Service Required
Vaillant,EcoFit Pure System 618 VU 186/6-3,4169405,28.527,25.7,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure System 625 VU 256/6-3,4169406,33.966,30.6,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure System 630 VU 306/6-3,4169407,39.627,35.7,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 412 VU 126/6-3,4169408,16.983,15.3,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 415 VU 156/6-3,4169409,20.424,18.4,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 418 VU 186/6-3,4169410,28.527,25.7,23.1 - 27.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 425 VU 256/6-3,4169411,33.966,30.6,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 430 VU 306/6-3,4169412,39.627,35.7,32.1 - 37.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 412 126/6-5 OVZ H-GB,4169413,20.424,18.4,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 415 156/6-5 OVZ H-GB,4169414,20.424,18.4,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 418 186/6-5 OVZ H-GB,4169415,28.527,25.7,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 424 246/6-5 OVZ H-GB,4169416,33.966,30.6,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 430 306/6-5 OVZ H-GB,4169417,39.627,35.7,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoFit Pure OV 5 VU 356/6-3,4169419,39.627,35.7,32.1 - 37.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 612 VU 126/5-5 H-GB,4169420,13.764,12.4,11.2 - 13.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 615 VU 156/5-5 H-GB,4169421,17.205,15.5,14.0 - 16.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 618 VU 186/5-5 H-GB,4169422,20.979,18.9,17.0 - 19.8,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 618 VU 186/5-5 P-GB,4169423,20.979,18.9,17.0 - 19.8,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 624 VU 246/5-5 H-GB,4169424,27.417,24.7,22.2 - 25.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU 306/5-5 H-GB,4169425,34.299,30.9,27.8 - 32.4,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU 306/5-5 P-GB,4169426,34.299,30.9,27.8 - 32.4,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 637 VU 376/5-5 H-GB,4169427,42.291,38.1,34.3 - 40.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 615 VU 156/6-3 H-GB,4169430,16.983,15.3,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 618 VU 186/6-3 H-GB,4169431,20.424,18.4,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 630 VU 306/6-3 H-GB,4169432,33.966,30.6,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 415 VU 156/6-3 OV H-GB,4169433,16.983,15.3,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 418 VU 186/6-3 OV H-GB,4169434,20.424,18.4,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 430 VU 306/6-3 OV H-GB,4169435,33.966,30.6,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 610 VU 10CS/1-5 N-GB,4169445,11.322,10.2,9.2 - 10.7,Max O2% NG=Between 1.4 and 7.8,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 615 VU 15CS/1-5 N-GB,4169446,16.983,15.3,13.8 - 16.1,Max O2% NG=Between 3.0 and 7.5,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 620 VU 20CS/1-5 N-GB,4169447,22.644,20.4,18.4 - 21.4,Max O2% NG=Between 3.5 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 625 VU 25CS/1-5 N-GB,4169448,28.305,25.5,23.0 - 26.8,Max O2% NG=Between 1.8 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU 30CS/1-5 N-GB,4169449,33.966,30.6,27.5 - 32.1,Max O2% NG=Between 2.1 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 635 VU 35CS/1-5 N-GB,4169450,39.627,35.7,32.1 - 37.5,Max O2% NG=Between 3.5 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
